TimeCreated,Id,AccountName,LogonType,SourceIP,Label
2026-06-13 13:45:54,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 13:50:52,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 13:55:56,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 14:01:08,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 14:02:21,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 14:23:19,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 14:23:33,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 14:26:04,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 14:36:14,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 14:39:08,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 15:05:05,4624,BACHTRANPC$,5,Unknown,Normal
